sequence,pair,type,num_kpts_ref,num_kpts_tgt,num_matches,mma@1px,mma@2px,mma@3px,mma@4px,mma@5px,mma@6px,mma@7px,mma@8px,mma@9px,mma@10px
i_bridger,1-5,illumination,2048,2048,1285,0.1992217898832685,0.4785992217898833,0.5898832684824903,0.7455252918287938,0.7859922178988327,0.8140077821011673,0.8560311284046692,0.8653696498054475,0.8840466926070039,0.8894941634241245
i_bridger,1-6,illumination,2048,2048,966,0.057971014492753624,0.16252587991718426,0.2236024844720497,0.3022774327122153,0.3385093167701863,0.36749482401656314,0.4109730848861284,0.42650103519668736,0.4420289855072464,0.44616977225672877
i_brooklyn,1-2,illumination,2048,2048,1571,0.31954169318905157,0.6970082749840866,0.8230426479949077,0.9057924888605984,0.9185232336091661,0.9306174411203055,0.950986632718014,0.954169318905156,0.9605346912794398,0.962444302991725
i_brooklyn,1-3,illumination,2048,2048,1730,0.0023121387283236996,0.04566473988439306,0.06705202312138728,0.8728323699421965,0.938150289017341,0.9641618497109826,0.9745664739884393,0.9780346820809248,0.9815028901734104,0.9815028901734104
i_brooklyn,1-4,illumination,2048,2048,1431,0.01816911250873515,0.23060796645702306,0.41229909154437455,0.8057302585604472,0.859538784067086,0.8812019566736548,0.9119496855345912,0.9217330538085255,0.9364081062194269,0.9385045422781272
i_brooklyn,1-5,illumination,2048,2048,1689,0.0005920663114268798,0.013617525162818236,0.019538188277087035,0.6867969212551805,0.8472468916518651,0.9431616341030196,0.9644760213143873,0.9715808170515098,0.9769094138543517,0.9769094138543517
i_brooklyn,1-6,illumination,2048,2048,1583,0.0012634238787113076,0.04295641187618446,0.06506632975363234,0.7049905243209097,0.817435249526216,0.9052432090966519,0.9317751105495894,0.9444093493367025,0.9646241313960834,0.9677826910928616
i_castle,1-2,illumination,2048,2048,1376,0.4811046511627907,0.7013081395348837,0.8299418604651163,0.8815406976744186,0.9135174418604651,0.9258720930232558,0.9353197674418605,0.9440406976744186,0.9469476744186046,0.9505813953488372
i_castle,1-3,illumination,2048,2048,1491,0.6056338028169014,0.8209255533199196,0.9114688128772636,0.9523809523809523,0.9684775318578136,0.9758551307847082,0.9778672032193159,0.9812206572769953,0.9818913480885312,0.9832327297116029
i_castle,1-4,illumination,2048,2048,1449,0.5369220151828847,0.7632850241545893,0.873015873015873,0.9144237405106971,0.9358178053830227,0.9496204278812974,0.9537612146307799,0.9579020013802623,0.9592822636300897,0.9599723947550034
i_castle,1-5,illumination,2048,2048,1292,0.4473684210526316,0.68343653250774,0.8119195046439629,0.8777089783281734,0.9109907120743034,0.9272445820433437,0.934984520123839,0.9396284829721362,0.9396284829721362,0.9427244582043344
i_castle,1-6,illumination,2048,2048,1280,0.45078125,0.6546875,0.78671875,0.84765625,0.88984375,0.9015625,0.91015625,0.9203125,0.92109375,0.92265625
i_chestnuts,1-2,illumination,2048,2048,1640,0.5237804878048781,0.8329268292682926,0.9024390243902439,0.9280487804878049,0.9451219512195121,0.9542682926829268,0.9621951219512195,0.9652439024390244,0.9689024390243902,0.9713414634146341
i_chestnuts,1-3,illumination,2048,2048,1608,0.5161691542288557,0.8277363184079602,0.900497512437811,0.9340796019900498,0.9477611940298507,0.9564676616915423,0.9620646766169154,0.9670398009950248,0.9695273631840796,0.9713930348258707
i_chestnuts,1-4,illumination,2048,2048,1587,0.47700063011972277,0.81411468178954,0.8897290485192186,0.9199747952110902,0.9401386263390044,0.947069943289225,0.9546313799621928,0.9603024574669187,0.9634530560806553,0.9659735349716446
i_chestnuts,1-5,illumination,2048,2048,1500,0.4726666666666667,0.7973333333333333,0.8746666666666667,0.908,0.9293333333333333,0.9426666666666667,0.9506666666666667,0.9546666666666667,0.9586666666666667,0.964
i_chestnuts,1-6,illumination,2048,2048,1394,0.41750358680057387,0.7783357245337159,0.8543758967001435,0.8866571018651362,0.9081779053084649,0.9225251076040172,0.9354375896700143,0.9383070301291249,0.9418938307030129,0.945480631276901
i_contruction,1-2,illumination,2048,2048,1709,0.6664716208308953,0.6664716208308953,0.8899941486249269,0.9291983616149795,0.9291983616149795,0.9502633118782914,0.9502633118782914,0.954359274429491,0.9602106495026331,0.9607957870099474
i_contruction,1-3,illumination,2048,2048,1675,0.6925373134328359,0.6925373134328359,0.8949253731343284,0.937910447761194,0.937910447761194,0.9611940298507463,0.9611940298507463,0.9671641791044776,0.968955223880597,0.9701492537313433
i_contruction,1-4,illumination,2048,2048,1489,0.5359301544660846,0.5359301544660846,0.8045668233713902,0.8817998656816656,0.8817998656816656,0.9194089993284084,0.9194089993284084,0.9247817327065144,0.9288112827400941,0.9335124244459369
i_contruction,1-5,illumination,2048,2048,1186,0.2706576728499157,0.2706576728499157,0.5708263069139966,0.693929173693086,0.693929173693086,0.7892074198988196,0.7892074198988196,0.8026981450252951,0.8271500843170321,0.8355817875210793
i_contruction,1-6,illumination,2048,2048,1078,0.21985157699443414,0.21985157699443414,0.47959183673469385,0.5974025974025974,0.5974025974025974,0.699443413729128,0.699443413729128,0.7282003710575139,0.7467532467532467,0.7551020408163265
i_crownday,1-2,illumination,2048,2048,1258,0.2329093799682035,0.5079491255961844,0.6255961844197139,0.670906200317965,0.7217806041335453,0.766295707472178,0.7774244833068362,0.7941176470588235,0.8036565977742448,0.8211446740858506
i_crownday,1-3,illumination,2048,2048,1326,0.3129713423831071,0.5904977375565611,0.722473604826546,0.7579185520361991,0.808446455505279,0.8423831070889894,0.8461538461538461,0.8589743589743589,0.8710407239819005,0.8853695324283559
i_crownday,1-4,illumination,2048,2048,1426,0.3211781206171108,0.6255259467040674,0.7349228611500701,0.773492286115007,0.8169705469845723,0.8492286115007013,0.8548387096774194,0.8702664796633941,0.8751753155680224,0.8892005610098177
i_crownday,1-5,illumination,2048,2048,1429,0.3820853743876837,0.6843946815955213,0.7844646606018194,0.8138558432470259,0.85444366689993,0.8838348495451365,0.8894331700489853,0.900629811056683,0.907627711686494,0.9132260321903429
